"Species","Type"
"SISYMON","7"
"LITHINC","7"
"HESPCUR","6"
"SQUALEN","11"
"LAPPULA","7"
"TONISED","11"
"ENDOPUL","11"
"PSORCER","11"
"ASTRAGR","7"
"PLANERI","7"
"SPARGRA","6"
"DISTSPI4","6"
"HIERMUR","7"
"PLAGOED","9"
"PHACFRA","7"
"ELYMALA2","6"
"ASTRCIC","7"
"ARCTMIN","7"
"CREPTEC","7"
"ALYSDES","7"
"ASTRLOT","7"
"DIDYVIN2","9"
"MESORUT","10"
"BRYOREC","9"
"MARSSPH","10"
"ILEX","3"
"ARCTARC1","7"
"PINURAD","1"
"OPLOPAN","4"
"TOFIELD","7"
"KALMIA","12"
"PSEUDOT","1"
"CLADPSE","11"
"TETRANG","9"
"CASTELM","7"
"JUNCFIL","6"
"CAREMIR","6"
"GALITRD4","7"
"MESOGIL","10"
"KOELERI","6"
"LETHVUL","11"
"VIBUOPU","4"
"POHLCAM","9"
"MONESES","7"
"PECTIAN","7"
"PELLEND","10"
"SAMBRAC1","4"
"HIERMAC","7"
"SYMPFOL1","7"
"RACOCAN2","9"
"RACOAFF","9"
"LOBEKAL","7"
"GAYOPHY","7"
"BOECRET","7"
"TIMMMEG","9"
"PINUFLE","1"
"MULGPUL","7"
"DESCPIN6","7"
"PLATELE","7"
"RANUGLA1","7"
"SEDULAN1","7"
"PSORNIP","11"
"PHACHET","7"
"HELODIU","9"
"ARTEABS","7"
"HIERXFL","7"
"CAREDEF","6"
"CAREATO","6"
"TAYLORI","9"
"CAREFIL","6"
"ERIONIV","7"
"BUGLARV","7"
"MADIEXI","7"
"POLEMIC","7"
"ERIOSCH","6"
"CAREINC","6"
"POLYTRH","9"
"NECKPEN","9"
"METZTEM","10"
"SAGILAT","7"
"BOECHER","7"
"EVERPRU","11"
"HYPODUP","11"
"RACOACI","9"
"TOMENTY","9"
"ICMADOP","11"
"PEDIPAR","7"
"POTESUP1","7"
"DISTSPI","6"
"LLOYSER2","7"
"MERTPAN2","7"
"LEPTARR","7"
"JUNCDUD","6"
"ALLISCH","7"
"APIACEA","7"
"SENEMEG","7"
"ERIGFLA","7"
"PRIMULA","7"
"CARETAH","6"
"RANUINA","7"
"ANDRCHA","7"
"SYNTWYO","7"
"CANDELR","11"
"CALALON","6"
"AMPHNEV","6"
"BOLBMAR","6"
"CHENRUB","7"
"LINARIA","7"
"CARESYL","6"
"JUNGATR","10"
"CAMPYLO","9"
"VIBUOPU2","4"
"SISYRIN","7"
"ELEOROS","6"
"MUHLASP","6"
"SCHOPUN","6"
"SALIRUB","7"
"MALABRA","7"
"ERYTALS","7"
"ATHYPUS","7"
"TORIJAP","7"
"CIRSBRE","7"
"UROPLIN","7"
"DIGIPUR","7"
"SCAPIRR","10"
"ANDRBLY","9"
"PLEOCHL","11"
"RUBULAC","3"
"GLECHED","7"
"LEPTRIP","9"
"JUNCEFF","6"
"ANEUPIN","10"
"BAZZPEA","10"
"POHLANN","9"
"OXALORE","7"
"LECILUR","11"
"COLLUND","11"
"ENDOPUS","11"
"GALITRD2","7"
"PLEUREF","6"
"LEPTTEN","11"
"EPILCIL3","7"
"SYZYAUT","10"
"BRACREF","9"
"CAMPHIP","9"
"HERZTUR","9"
"CEPHDIV","10"
"POHLELO","9"
"DITRHET","9"
"MNIUMAR","9"
"PLAGROS","9"
"SPHASUN","9"
"GEOCGRA","10"
"CLADGRY","11"
"DICRBON","9"
"TRITSCI","10"
"CLADREI","11"
"PLAGPIL","9"
"THALSPA","7"
"PINUBAN","1"
"ORTHOBT","9"
"LOPOEXC","10"
"PLEURUT","9"
"PLEUROZ","9"
"ORTHILI","7"
"GEOCAUL","7"
"HEDYBOR2","7"
"ASTRFIL","7"
"HOOKACU","9"
"COLLGRN","7"
"ERYSINC","7"
"SALIHOO","4"
"SOLAAME","7"
"SISYSEP","7"
"RINODIN","11"
"RIBELOB","4"
"ZIZIAPT","7"
"ELYMELY","6"
"TORTINC","9"
"SCUTLAT","7"
"CYNOBOR","7"
"CAREINO2","6"
"SOLILEP1","7"
"EPILLET","7"
"MEESLON","9"
"HYLOUMR","9"
"POTEHIP","7"
"ACHNOCC1","6"
"CANDTER","11"
"PUCCINE","6"
"BUXBAPH","9"
"SCHILAX","10"
"EURHPUL1","9"
"POGODEN","9"
"SALIRAU","4"
"BECKSYZ","6"
"ERIOPAU1","7"
"TRIGLOC","7"
"BARTPOM","9"
"POHLLUD","9"
"VIOLEPI","7"
"CAMPRAD","9"
"ERIGLEI","7"
"SALIPUL","4"
"OCHROLE","11"
"DIDYFAL","9"
"SYMPPUN","7"
"SALIEXI","4"
"AONGLON","9"
"CLADBOY","11"
"AQUIBRE","7"
"BRACOXY","9"
"TRAPELO","11"
"TRAPELI","11"
"TRIENTA","7"
"CHORISP","7"
"CEANOTH","0"
"BRYOGLA","11"
"BRACSTA","9"
"ORTHLUT","7"
"CORYSEM","7"
"PLATOBT1","7"
"TOLMIEA","7"
"AGROMER","6"
"SISYIDA2","7"
"HETEVIL2","7"
"DIDYVIN1","9"
"SALSTRA","7"
"PHAENIM","11"
"CALOPLA","11"
"SQUACAR","11"
"PARNASI","7"
"ARTHGLE","11"
"ACARSCH","11"
"PHYSCIA","11"
"PLAGNEM","9"
"POPULUS","2"
"OROBANC","8"
"DESCSOH","7"
"SPHAERO","11"
"SPAREUR","7"
"FONTANT3","9"
"PSEUREV","9"
"LECAHAS","11"
"GRINSQU","7"
"THELYPT","5"
"THELQUE","5"
"PTEROVA","9"
"TORTACA","9"
"DRABPRA","7"
"ASTRTEN","7"
"DRACPAR","7"
"CONIGME","7"
"RICCPAL","10"
"POROBIG","9"
"CAREECH","6"
"CARDANG","7"
"GYMNOCO","10"
"METZCON","10"
"LATHPRA","7"
"LIOCLAN","10"
"BROTROE","9"
"CHENDES","7"
"DESCINC","7"
"CARECOR","6"
"CONOTET","9"
"MAIARAC1","7"
"CONOCEP","10"
"EPILDAV","7"
"SIPHULA","11"
"HACKFLO","7"
"OLIGALI","9"
"WEISSIA","9"
"SCUTGAL","7"
"CORNACE","0"
"NECKERA","9"
"DICRDEN","9"
"CAREBIC","6"
"SAGITTA","7"
"ATRIPLE","7"
"CAREVIR1","6"
"DRABVEN","7"
"LITHOPH","7"
"DRABGRA","7"
"PAPALAP","7"
"ERIGLAN","7"
"ERIGACR6","7"
"BRYUCAP","9"
"DRABRUA","7"
"HEDWCIL","9"
"SILEDIC","7"
"HYGROHY","9"
"WOODILV","5"
"SALIAMY","2"
"RUMEOCC","7"
"JUNCALP","6"
"SALIFAR","4"
"GALIPAL","7"
"FRITAFF1","7"
"IRIS","7"
"GLYCPUL","6"
"FISSOSM","9"
"LUPIKUS","7"
"DRYOCRI","5"
"DIETCAN1","7"
"CALYPTR","7"
"TORTMUR","9"
"DICRSUB","9"
"GEUMROS","7"
"MERTENS","7"
"GRIMPUL","9"
"MUHLENB","6"
"CAREROT","6"
"CAREPAR","6"
"DRABPAL","7"
"DRYOFRA","5"
"HEDWIGI","9"
"ELEOACI","6"
"ASTREUC","7"
"CARESCP","6"
"PENSALB","7"
"HALEDEF","7"
"MICRREF","7"
"LOBELIA","7"
"CARECRW","6"
"ERIOPHY","7"
"SENEERE","7"
"JUNCSTY","6"
"SPHAFIM","9"
"SCHEUCH","7"
"SPHAWUL","9"
"ELEOOBT","6"
"CAREVUL","6"
"CAREBUX","6"
"DRYAINT2","12"
"CARELUZ","6"
"ASTRVEX","7"
"PSEUTEC","9"
"ARTETRP","4"
"MELAMPY","7"
"MERTLON","7"
"DRYOARG","5"
"HOMANEV","9"
"BLINACU","9"
"ADIANTU","5"
"VICINIG","7"
"ACMIDEN","7"
"TRIFWOR","7"
"POHLCOL","9"
"PILOPHO","11"
"POTAMOG","7"
"ERYTMOS","7"
"UMBIVIR","11"
"PHILADE","4"
"BRYUMUE","9"
"EUPHRAS","7"
"POHLDRU","9"
"TEPHYUK","7"
"MELACOM","11"
"PSEUMIN","11"
"FRAXLAT","2"
"BRYOTRI1","11"
"SALISES","4"
"FRAGVES2","7"
"LATHNEV2","7"
"ASTRMIS2","7"
"DICRSCH","9"
"LUPIARC3","7"
"SYNTPRI","9"
"CORNUS","0"
"POLYPOD","5"
"PSEUPAT","9"
"TIMMMEG1","9"
"PYROELL","7"
"ISOPTER","9"
"HETEMAC","9"
"COELMUR","11"
"MELASTY","11"
"CLADCER2","11"
"HYGRSTY","9"
"BRODORO","11"
"ARCTCEN","11"
"STERBOT","11"
"FRITILL","7"
"MINUNUT","7"
"APOCCAN","7"
"SOLIGLU","7"
"CREPCAP","7"
"HOMAPIN","9"
"LUPILEP","7"
"TANACET","7"
"ARTETRI2","4"
"THALALP","7"
"BOECSPA","7"
"HEPPIA","11"
"RANUGRA","7"
"TANAVUL","7"
"SISYLIN","7"
"SPHAERC","10"
"PSEUDEP","9"
"THALDAS","7"
"GENTCAL","7"
"STELOBT","7"
"LITHGLA","7"
"BOECMIC","7"
"PACKCON","7"
"FESTOVI","6"
"SABUNUT1","7"
"EPILCIL1","7"
"PHYLXIN","12"
"ASTRAUS","7"
"HACKDIF","7"
"HOMANUT","9"
"CREPINT","7"
"LOMADIS2","7"
"COELVIR2","7"
"LEPRMEB","11"
"URTIDIO1","7"
"PRIMLAT","7"
"FISSBRY","9"
"ANTEANA","7"
"TETRCAN","7"
"HELIUNI","7"
"TROLLIU","7"
"RANUGLA2","7"
"PANNARI","11"
"BRYOTRI2","11"
"PSEURAI","11"
"FUNAHYG","9"
"PENSDAV2","12"
"CAMELIN","7"
"VICISAT1","7"
"TRIPLEU","9"
"PARMSAX","11"
"PARALON","9"
"GYMNCON","10"
"XANTCAN","11"
"ALLIUM","7"
"RORISYL","7"
"ASTRBEC","7"
"CYNOSTR","9"
"MARCALP","10"
"ACHIMIL2","7"
"AULAACU","9"
"SCIRATR","6"
"THERVEL","11"
"ANASMIC","10"
"SPHAPLA","9"
"VEROSER1","7"
"WARNPRO","9"
"CREPMOD","7"
"CLINTON","7"
"OXYTCAM3","7"
"CAMPSTE3","9"
"CARELET1","6"
"ASPLENI","5"
"RANUPEN","7"
"CLADBAI","11"
"EPILHAL","7"
"CYPRPAR2","7"
"GAULTHE","0"
"COMAUMB1","7"
"PSEUDOE","9"
"VIOLCAN2","7"
"SORBSIT1","4"
"APOMPUB","10"
"STRESTR2","7"
"ARTHROR","11"
"ANTEPUL2","7"
"URTICA","7"
"ALLOTRO","8"
"CLEMATI","4"
"PACKPSE1","7"
"XANTHOR","11"
"HERZSEL","9"
"BRYOFUS","11"
"CYPHINQ","11"
"ACONCOL2","7"
"ERICACE","0"
"BUXBPIP","9"
"GENTAMA1","7"
"CASSMER1","12"
"RINOARC","11"
"BRYOCHA","11"
"ANDRCHA1","7"
"PHYSALN","11"
"HYPNVAU","9"
"BRYUALG1","9"
"CLAYMEG","7"
"BOECPEN","7"
"XANTELE","11"
"PHYSCOA","11"
"BRYOSIM","11"
"LOPHVEN6","10"
"HETEDIM","9"
"HYPNPAL","9"
"CLADIMB","11"
"LOMAMAR","7"
"NODOORE","11"
"LEPRSUB","11"
"RHIZOCA","11"
"CALLCUS","9"
"PSEUDOA","11"
"PHYSAIP","11"
"POLYSEN","7"
"BUXBVIR","9"
"BUXBAUM","9"
"TOWNPAR","7"
"RICCCHA","10"
"MNIUAMB","9"
"PHYSDUB","11"
"XANTFAL","11"
"CALODEC","1"
"DIPLMUS1","11"
"CAPRIFO","0"
"PARMELO","11"
"ARUNCUS","7"
"ACARFUS","11"
"CONVOLV","7"
"COSCCAL","9"
"PHYSADS","11"
"DERMATO","11"
"HETEVIL3","7"
"TUCKCHL","11"
"TRICAUS","9"
"LEPTALB","11"
"ACER","0"
"ATHYRIU","5"
"VIOLSEL","7"
"DIDYVIN","9"
"CAREPRR","6"
"DREPCRA","9"
"CAREXER","6"
"ROMASIT","7"
"ELYMXSA","6"
"CRATAEG","4"
"VALERIA","7"
"LEUCANT","7"
"SPHAMEN","9"
"BIDECER","7"
"HYPERIC","7"
"CYPERAC","6"
"PYRUS","2"
"POLYSCO","5"
"BASSSCO","7"
"LITHOSP","7"
"PUCCDIS","6"
"SILELAT","7"
"HELIANT","7"
"RANUSCE2","7"
"MENTSPI","7"
"GERACAR","7"
"VICICRA","7"
"BRODIAE","7"
"CAREECH1","6"
"CAREADU","6"
"POTESAN1","7"
"PLACASE","11"
"PARALEU","9"
"CORYLUS","4"
"ADENOCA","7"
"ARMORUS","7"
"VIOLPUR","7"
"AVENSAT","6"
"OLSYDOU","7"
"ECHIVUL","7"
"SILEDRU1","7"
"ELYMALB","6"
"BETULX","2"
"TARAXIA","7"
"GENTVIR2","7"
"ACHILLE","7"
"CHIMAPH","12"
"RHYTIDU","9"
"BRACPOP","9"
"GALEOPS","7"
"LUZURUF","6"
"SALIPET","4"
"SENESHE","7"
"ALOPCAR","6"
"LICHENC","11"
"VEROCAT","7"
"SIBBALD","12"
"LEYMUS","6"
"ELYMSIB","6"
"THUIDEL2","9"
"CASTHYP","7"
"FESTTRA","6"
"PENSGOR","7"
"RAMALIN","11"
"SOLINEM4","7"
"ARCTAGR","6"
"ISOLCER","6"
"WAYNEA","11"
"THUIDEL","9"
"TETRAPL","9"
"PACKPLA","7"
"SOLIMIS","7"
"POTERIV","7"
"CAREENG","6"
"CICUTA","7"
"EUTHOCC","7"
"LACTCAN","7"
"IMPATIE","7"
"GNAPHAL","7"
"SCROPHL","7"
"GNAPULI","7"
"CIRSPAL","7"
"GALIVER","7"
"MALVNEG","7"
"ACONITU","7"
"LIGUSCO","7"
"STEPHAN","7"
"LINAPUN","7"
"NOTHTRO","7"
"HAPLOMI","10"
"ASTRSCL","7"
"OENOPAL","7"
"NESLPAN","7"
"CYNOGLO","7"
"GAURA","7"
"PENSPRU","7"
"AMMANNI","7"
"CYPERUS","6"
"LYTHRUM","7"
"CHRYVIS","7"
"COLLTEN","11"
"ERIGPOL","7"
"LINAPUR","7"
"HELIANH","7"
"ERIODER","11"
"PANICUM","6"
"DULIARU","6"
"BRASSCH","7"
"ARRHELA","6"
"ELODCAN","7"
"SPARANG","7"
"ASTRDRU","7"
"SPORAIR","6"
"LUPISUL","7"
"LOTUS","7"
"LOTUCOR","7"
"MYOSURU","7"
"ELAEANG","2"
"GALITRD3","7"
"VACCARI","7"
"PHYSTRI","11"
"CALLICL","9"
"LOBASCR","11"
"NOTHOCA","7"
"ARTETRI1","4"
"CAMESAT","7"
"CARERET","6"
"HYPEANA","7"
"ALISTRI","7"
"BRACPLU","9"
"BARBVUL","7"
"ENCAALP","9"
"POLYIMB","5"
"DISTSPI2","6"
"ERIOCAL","6"
"SPERSAL","7"
"CUSCPAC1","8"
"ELYHMAC","6"
"PHYSOCA","4"
"STACPAL","7"
"AGROORE","6"
"MENTLAE","7"
"PSORMON","11"
"PARIPEN","7"
"XANTHOP","11"
"PSORTUC","11"
"PARMELI","11"
"MELILOT","7"
"NASTOFF","7"
"MYRIGRA","5"
"SISYMBR","7"
"GENTAFF","7"
"CAREAPE","6"
"LOMABRA","7"
"CORYAUR","7"
"XANTCOL","11"
"CAREDUR","6"
"LARIDEC","1"
"ANAPHAL","7"
"ROSARUB1","4"
"HACKDEF","7"
"PSORGLO","11"
"ONOBVIC","7"
"LEPIVIR","7"
"STACARV","7"
"RHYNCHO","6"
"CACANAR","7"
"SALITWE","4"
"RAPHSAT","7"
"ERIOPAU","7"
"SYMPLAN1","7"
"BRASENI","7"
"RHUS","4"
"CENTCYA","7"
"RORICUV","7"
"ENDOCAR","11"
"ALISMA","7"
"IRISPSE","7"
"VALLAME","7"
"HIPPTET","7"
"COTULA","7"
"JUNCFAL","6"
"LATHPAL","7"
"CALLSTA","7"
"LILAOCC","7"
"LOBALIN1","11"
"SPHAWIL","9"
"LEMNA","7"
"ARCTEMI","6"
"FUCUS","13"
"SANIGRA","7"
"FONTNEO","9"
"CHENGLA","7"
"MOLLVER","7"
"PSEUTRI","9"
"STERINT1","11"
"SELIDON","9"
"PYLIPOL","9"
"BORAGIN","7"
"RACODIU","11"
"RANUALI","7"
"THELIDI","11"
"PYLIISI","9"
"MICROSE","7"
"TORTELL","9"
"CAREPED","6"
"MYRIOPH","7"
"SCHOPUN1","6"
"LOBEDOR","7"
"GLYCMAX","6"
"POTEOCC","7"
"PYRENUL","11"
"TORREYO","6"
"CONACOM","9"
"DICRRUF","9"
"SOLOOCT","11"
"SALINIP","4"
"THELYPO","7"
"ANTHEMI","7"
"CLEOME","7"
"ECHICRU","6"
"DREPSEN","9"
"CICUMAU","7"
"TORTFRA","9"
"ORTHCHR","9"
"LECIEUP","11"
"NUPHAR","7"
"EUPHORB","7"
"DERMMIN","11"
"ANOMFIL","9"
"SPLARUB","9"
"JUNCNOD","6"
"LETHCOL","11"
"PLAGIOB","7"
"POLYBLA","11"
"CALLPAU","7"
"LYCOASP","7"
"RHIZGRC","9"
"SPHABAL","9"
"ALOPGEN","6"
"VERATRU","7"
"PERSMAC","7"
"CLAOPOD","9"
"PEDILAG1","7"
"BOTRHES","5"
"DESMATO","9"
"POTTIAC","9"
"TRILLIU","7"
"GEUMSCH","7"
"SYMPFAL","7"
"SCLEOBT","9"
"BRYOPSE","11"
"PHYLLOS","7"
"ERIGCAE","7"
"CAREINE","6"
"RAPHANU","7"
"BARBARE","7"
"CARELET2","6"
"CLADCRI1","11"
"BRYUCAL","9"
"SAUSAME","7"
"TEPHFRI","7"
"SPHAHEN","9"
"CICUMAU1","7"
"CUPRESS","0"
"AGRISTR","7"
"ARTELIN","7"
"CETRELI","11"
"DACTYLI","6"
"PERTCAR","11"
"ACHIALI","7"
"COTUCOR","7"
"CLIMACI","9"
"UMBICYL","11"
"PHLOSPE1","7"
"CARESCO","6"
"ARNILON","7"
"CALLIEO","9"
"CLAYPAR","7"
"BLECHNU","5"
"ARTEFUR","7"
"POTAALP","7"
"BRACSAL2","9"
"DRABLAC","7"
"SALIALA2","4"
"CLADCYA","11"
"AGROFRA","6"
"RUBUARC2","12"
"VICINIG1","7"
"DESCCES2","6"
"SAGIMAX","7"
"POHLLON","9"
"HERBERT","10"
"DICHACU1","6"
"DROSLIN","7"
"WARNSAR","9"
"ODONFLU","10"
"RHIZEUP","11"
"SCORCOS","9"
"CHARA","13"
"VIBURNU","4"
"SCAPMUC","10"
"AGOSLAC","7"
"ULOTOBT","9"
"SPHAALA","9"
"STUCPEC","7"
"PHALARI","6"
"ELEOELL","6"
"HYPNBAM","9"
"SYMPCIL","7"
"CARDBRE","7"
"CAREHEL","6"
"LECANAC","11"
"CAREPER","6"
"ASPICIN","11"
"LOPHBID","10"
"SALIBOO","4"
"VERBASC","7"
"PERSHYR","7"
"SPHACUS","9"
"CLARAMO","7"
"CYNOSUR","6"
"MIMUSOO","7"
"HYPOCHA","7"
"ANTHOXA","6"
"HETEROC","7"
"PLECBRA","7"
"EPILFOL","7"
"TRITELE","7"
"CLARKIA","7"
"PERIDER","7"
"NUTTTEX","7"
"CYTISUS","4"
"GITHSPE","7"
"DICHOLI1","6"
"CASTAMB1","7"
"ASPIDOT","5"
"PLAGTEN","7"
"LINANTH","7"
"PICEGLM","1"
"SCHIHET","9"
"RHIZALP","11"
"PLECTRI","7"
"COREOPS","7"
"PLACYNT","11"
"THELYPE","5"
"ZYGOPHY","7"
"MACHAER","7"
"BRYOLAN","11"
"CHAMANG1","7"
"SPIRPOL","7"
"CARUCAR","7"
"HYGRTEN","9"
"PHYSCAE","11"
"CALIVIR","11"
"UMBIVEL","11"
"CAREFET","6"
"PLATISM","11"
"SAGICUN","7"
"FISSGRA","9"
"SANGMEN","7"
"PILOACI","11"
"GNAPPAL","7"
"UMBITOR","11"
"MONTDIF","7"
"SILECSE","7"
"ACERNEG","2"
"CHRYSOS","7"
"POHLFIU","9"
"RHIZMAC","11"
"SERIRIG","7"
"MYRIVER","7"
"SOLANUM","0"
"XANTPOL","11"
"POTANOD","7"
"UTRIGIB","7"
"SAMBRAC5","4"
"SPHAERA","7"
"RUMEACO1","7"
"ERYSIMU","7"
"PHILFON4","9"
"HYPOIMS","11"
"IMPAGLA","7"
"LYCIUM","4"
"PUNCTEL","11"
"SALIALB","4"
"AMELANC","4"
"SPIRANT","7"
"ELEOKAM","6"
"MEDIPOL","7"
"PSILOCA","7"
"CLADNOR","11"
"MELASUA","11"
"CHRYCAN","11"
"ORTHRUP","9"
"PHYSPHA","11"
"ZANNPAL","7"
"FULGENS","11"
"VULPMIC","6"
"PSOROMA","11"
"TIMMCRA","9"
"MELANEL","11"
"COMAUMB2","7"
"SCLEROP","9"
"LEPTSUB","11"
"VIOLSOR","7"
"DICRFRA","9"
"EVERMES","11"
"PLEURID","9"
"POPULX","2"
"HYPOAUS","11"
"SALIALA1","4"
"CARESWA","6"
"CAREGAR","6"
"PLATDIL3","7"
"THERMOP","7"
"EMPETRU","12"
"BRYONOA","11"
"STELGRA","7"
"PHYSBIZ","11"
"MELAINF","11"
"PANNPRA","11"
"STENANT","7"
"CORNNOR","11"
"BROMPUM2","6"
"MUHLAND","6"
"LECIDEU","11"
"VIOLARV","7"
"ARENLON","7"
"POTEBIP","7"
"AULACON","9"
"POLYGAL","7"
"ERYTBRW","7"
"HEMIRAN","7"
"PSEUTHE","7"
"POLYAVI","7"
"SALILAS1","2"
"THYMELA","3"
"SISYCAL","7"
"JUNCINT","6"
"AMELCUS","4"
"ACARGLA","11"
"PRUNAVI","2"
"FLAVFLA","11"
"POTAFOL","7"
"JUNCCOV","6"
"RHIZGEM","11"
"BRYUTUR","9"
"XANTPAR","11"
"XYLOGRA","11"
"FESTFIL","6"
"LEPROLO","11"
"CETRCET","11"
"RHIZMEL","11"
"GRIMANO","9"
"PHEMSED","7"
"MELAHEP","11"
"XANTCUM","11"
"MEDISAT1","7"
"PENTAGR","5"
"SYNTCAN","9"
"MICRMIN","7"
"ANEMCYL","7"
"SCOUAQU","9"
"BOLBMAR1","6"
"SAXIFRG","7"
"CHRYCHL","11"
"STICTA","11"
"LYCOPOA","5"
"JUNCPEL","6"
"JUNCBUL","6"
"SCIRCYP","6"
"VACCCOR","4"
"IMPAPAR","7"
"USNEGLA","11"
"BETUPUB","2"
"PLATHER","11"
"ORTHLYE","9"
"ERIOVIG","6"
"KURZSYL","10"
"ARISTID","6"
"HEDWIGA","9"
"BETUALL","2"
"SPARNAT","7"
"CARDARI","7"
"PACKOGO","7"
"DACTARC1","11"
"DACTARC2","11"
"DACTMAD","11"
"CONIOSE","7"
"BRYOCAU","11"
"DACTYLO","11"
"SILEDOU1","7"
"LYSICHI","7"
"CAREEPA","6"
"CALOLYA","7"
"HYPOVIT","11"
"MYRIGRC","5"
"DITRMON","9"
"MARSSPR","10"
"APOTREU","10"
"NAJAFLE","7"
"LUDWPAL","7"
"JUNCACU","6"
"SCHOSUB","6"
"POTAPRA","7"
"ISOETEN","5"
"SPARFLU","7"
"SUBUAQU","7"
"POTAROB","7"
"POTAAMP","7"
"GYROUND","10"
"MYRIFAR","7"
"MATRDIS","7"
"SPHACON","9"
"NARDJAP","10"
"PASTINA","7"
"PEDIBRA1","7"
"RUBIACE","7"
"SQUAMAR","11"
"PSEURAD1","9"
"PHYSDID","7"
"CANDCON","11"
"BRAYHUM","7"
"HYPOSCA","11"
"DRABALB","7"
"ASKEELE","7"
"PRIMMIS","7"
"USNELON","11"
"DICRFUS2","9"
"POLYPOG","6"
"PELLEPI","10"
"ABIELAS1","1"
"MARSSPA","10"
"SOLEOBO","10"
"CIRCALP2","7"
"GLYCXOC","6"
"RACOVAR","9"
"SAUSSUR","7"
"HIERUMB1","7"
"HEUCRIC","7"
"VERBBRA","7"
"BRYUCAN","9"
"CHAMGLY","7"
"MELIOFI","7"
"POTAEPI","7"
"SALIGEY","4"
"CYNODOT","9"
"BRYUSCH","9"
"BOUTGRA","6"
"SABUMAC","7"
"RIBEOXY3","4"
"PLATNOR","11"
"VULPIA","6"
"ADIACAP","5"
"ATRITRU","7"
"CASTTEN","7"
"CHENATR","7"
"SYMPALB2","4"
"DIANTHU","7"
"ARCTXME","3"
"MADIGLO","7"
"SUBULAR","7"
"PRUNLAU","3"
"JUNCEFF3","6"
"FRAGVIR2","7"
"JUNCHES","6"
"CAREART","6"
"HOLOSTE","7"
"ERIOLAN2","7"
"ARTECAM2","7"
"BERBERI","3"
"CLAYEXI","7"
"MYOSSCO","7"
"CLADPRL","11"
"DIGITAL","7"
"COTOHOR","4"
"JUNCCOG","6"
"HEDERA","3"
"SCHOENP","6"
"ISOETES","5"
"LATHJAP2","7"
"RUPPIA","7"
"LLOYDIA","7"
"TYPHA","7"
"LUPILAT","7"
"SECACER","6"
"TEPHPAL","7"
"HYGRDUR","9"
"PSEUDOL","9"
"HYGRLUR","9"
"HOMATRI","9"
"METZLEP","10"
"FRULCAL","10"
"CLAOPEL","9"
"ULOTPHY","9"
"EPIPTOZ","9"
"MORECAL","3"
"RADUBOL","10"
"RUMEOBT","7"
"DOUIOVA","10"
"VULPCAN","11"
"CYPESQU","6"
"PHLOHOO","7"
"DITRAMB","9"
"FONTINA","9"
"PYRACAN","4"
"LICHCAN","11"
"BRYUALG","9"
"ASTRCRA","7"
"CLADECM3","11"
"SILEURA1","7"
"PAPARAD1","7"
"PHRAAUS","6"
"MALAPAL","7"
"DESCLON","7"
"CIRSDRU","7"
"CALLA","7"
"CERAFIS","7"
"SCUTELL","7"
"BRYACEA","9"
"POTEGLU1","7"
"BROMPOR","6"
"PASCOPY","6"
"JUNCBOL","6"
"DELPSUT","7"
"CASTMIN2","7"
"CARESCP1","6"
"PHACLEP","7"
"EURYMER","7"
"ARCTOA","9"
"LUPIARU","7"
"TUCKAME","11"
"ERIGOCH","7"
"GRAPHWOL","6"
"CARECAN2","6"
"ASTRMIC","7"
"GALILAB","7"
"LEYMTRI","6"
"SALICOR","7"
"LOLIUM","6"
"DRACTHY","7"
"SPARTIN","6"
"CARDUUS","7"
"CARESCI2","6"
"PILOCLA","11"
"ACAROSP","11"
"CANDVIT","11"
"LECISUI","11"
"CAREVAL","6"
"HEPPIAC","11"
"CLADALA","11"
"MATRCHA","7"
"EQUIHYE1","5"
"CAREGME","6"
"LEPTPAL","11"
"SPHAQUI","9"
"CAMPFLE","9"
"KIAEGLA","9"
"HYGRBES","9"
"CALAMON","6"
"POHLVEX","9"
"POLYAUS","7"
"ARNILOU","7"
"PTERSUB","9"
"USNELAP","11"
"HACKELI","7"
"LOPHWEN2","10"
"PHYSPYR","9"
"PSEUNIT","9"
"TORTPRO","9"
"DIDYRIG2","9"
"ALECSAR1","11"
"PHYSARC","7"
"BRYULIS1","9"
"NEOHAND","7"
"PIPTCAA","6"
"CARECRA","6"
"PANICAP","6"
"JAPETOR","11"
"ENCAAFF","9"
"PYRRCIN","11"
"ORTHPAL","9"
"ICMADOH","11"
"XANTPLA","11"
"SOLOSPO","11"
"PSORRUB","11"
"UMBIKRA","11"
"OPHILAP","11"
"ACORAME","7"
"ERYTMON","7"
"HEUCMIC1","7"
"POLYSCP","5"
"CHAMAEC","1"
"CAREAMP","6"
"FISSVEN","9"
"ERUCGAL","7"
"ARCEAME","8"
"PLATSTE","11"
"ESSLIDA","11"
"JUNCVAS","6"
"SELARUP","5"
"ANDROCC","7"
"VACCVIT1","12"
"LINNBOR2","12"
"CAREAQU2","6"
"AMPHLAP","9"
"PEDISUD1","7"
"TEPHATR","11"
"LECISTI","11"
"ASPICAE","11"
"XYLOPAR","11"
"PROTBAD","11"
"RUBUIDA3","4"
"RHIZSUP1","11"
"CANDAUR","11"
"UMBIPOL","11"
"LECAFRU","11"
"SPILREV","11"
"XANTSOR","11"
"VARIRHO","11"
"GALINSO","7"
"ISOPMUE","9"
"TRICTEN","9"
"SPLACHA","9"
"ANACMEN","9"
"LOBARET","11"
